Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
ANTI,0.0,ANTI 2,ANTI-0207,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,2.5 - 5 min,Singing,50 - 100 Meters,False,0,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
ANTI,0.0,ANTI 2,ANTI-0207,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,25.5,66.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,0-2.5 min,Singing,<= 50 Meters,False,0,Acadian Flycatcher,Empidonax virescens,178339.0,85824.0,ACFL,False,True,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,7.5 - 10 min,Singing,50 - 100 Meters,False,0,Acadian Flycatcher,Empidonax virescens,178339.0,85824.0,ACFL,False,True,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,7.5 - 10 min,Calling,50 - 100 Meters,False,0,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,0-2.5 min,Singing,<= 50 Meters,False,0,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,2.5 - 5 min,Singing,50 - 100 Meters,False,0,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Phoebe,Sayornis phoebe,178329.0,85813.0,EAPH,False,False,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,5 - 7.5 min,Singing,<= 50 Meters,False,0,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,0-2.5 min,Singing,<= 50 Meters,False,0,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,5 - 7.5 min,Singing,50 - 100 Meters,False,0,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,2.5 - 5 min,Calling,<= 50 Meters,False,0,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,0-2.5 min,Calling,50 - 100 Meters,False,0,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,5 - 7.5 min,Singing,<= 50 Meters,False,0,American Goldfinch,Spinus tristis,179236.0,95300.0,AMGO,False,False,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False
ANTI,0.0,ANTI 2,ANTI-0201,Forest,2018,5/24/2018,1/0/1900,1/0/1900,Brian Swimelar,1.0,0-2.5 min,Singing,50 - 100 Meters,False,0,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,25.89999962,55.20000076,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,House Finch,Haemorhous mexicanus,0.0,926917.0,HOFI,False,False,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,5 - 7.5 min,Visualization,0,True,0,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613.0,RWBL,False,False,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613.0,RWBL,False,False,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613.0,RWBL,False,False,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,50 - 100 Meters,False,0,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Calling,<= 50 Meters,False,0,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Calling,<= 50 Meters,False,0,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Calling,<= 50 Meters,False,0,American Goldfinch,Spinus tristis,179236.0,95300.0,AMGO,False,False,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,7.5 - 10 min,Calling,<= 50 Meters,False,0,American Goldfinch,Spinus tristis,179236.0,95300.0,AMGO,False,False,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,5 - 7.5 min,Singing,50 - 100 Meters,False,0,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0025,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,22.89999962,68.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Calling,50 - 100 Meters,False,0,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,7.5 - 10 min,Singing,50 - 100 Meters,False,0,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,7.5 - 10 min,Singing,50 - 100 Meters,False,0,Northern Mockingbird,Mimus polyglottos,178620.0,88394.0,NOMO,False,False,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,50 - 100 Meters,False,0,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,5 - 7.5 min,Singing,50 - 100 Meters,False,0,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,<= 50 Meters,False,0,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Calling,50 - 100 Meters,False,0,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,7.5 - 10 min,Calling,50 - 100 Meters,False,0,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,89102.0,YBCU,False,False,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,5 - 7.5 min,Calling,<= 50 Meters,False,0,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0036,Forest,2018,6/25/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,22.39999962,78.80000305,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156.0,WOTH,True,True,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,50 - 100 Meters,False,0,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,<= 50 Meters,False,0,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Singing,50 - 100 Meters,False,0,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,<= 50 Meters,False,0,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Calling,50 - 100 Meters,False,0,American Goldfinch,Spinus tristis,179236.0,95300.0,AMGO,False,False,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Calling,50 - 100 Meters,False,0,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Calling,50 - 100 Meters,False,0,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Calling,50 - 100 Meters,False,0,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Calling,<= 50 Meters,False,0,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,5 - 7.5 min,Calling,<= 50 Meters,False,0,Common Grackle,Quiscalus quiscula,179104.0,94206.0,COGR,False,False,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Calling,50 - 100 Meters,False,0,Downy Woodpecker,Picoides pubescens,178259.0,84936.0,DOWO,False,True,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,7.5 - 10 min,Singing,50 - 100 Meters,False,0,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False
ANTI,0.0,ANTI 1,ANTI-0072,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Calling,50 - 100 Meters,False,0,Blue Jay,Cyanocitta cristata,179680.0,86252.0,BLJA,False,False,17.89999962,71.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Calling,<= 50 Meters,False,0,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,7.5 - 10 min,Calling,50 - 100 Meters,False,0,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Scarlet Tanager,Piranga olivacea,179883.0,88071.0,SCTA,False,True,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Yellow-throated Vireo,Vireo flavifrons,179009.0,93573.0,YTVI,False,True,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Calling,<= 50 Meters,False,0,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Calling,50 - 100 Meters,False,0,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,<= 50 Meters,False,0,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,<= 50 Meters,False,0,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Singing,<= 50 Meters,False,0,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587.0,REVI,False,False,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Calling,<= 50 Meters,False,0,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935.0,WBNU,False,False,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156.0,WOTH,True,True,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False
ANTI,0.0,ANTI 1,ANTI-0052,Forest,2018,6/26/2018,1/0/1900,1/0/1900,Kimberly Serno,2.0,0-2.5 min,Singing,50 - 100 Meters,False,0,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,21.70000076,58.5,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True
