Admin_Unit_Code,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,TaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Previously_Obs,Initial_Three_Min_Cnt
ANTI,ANTI-0188,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,88394.0,NOMO,False,False,22.20000076,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Visualization,0,True,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,22.20000076,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,22.20000076,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,House Sparrow,Passer domesticus,179628.0,86194.0,HOSP,False,False,22.20000076,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,House Sparrow,Passer domesticus,179628.0,86194.0,HOSP,False,False,22.20000076,62.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,True
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Visualization,50 - 100 Meters,False,Undetermined,Tree Swallow,Tachycineta bicolor,178431.0,87391.0,TRES,False,False,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,House Wren,Troglodytes aedon,178541.0,88306.0,HOWR,False,False,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Visualization,50 - 100 Meters,False,Undetermined,Tree Swallow,Tachycineta bicolor,178431.0,87391.0,TRES,False,False,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Orchard Oriole,Icterus spurius,179064.0,93634.0,OROR,False,False,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613.0,RWBL,False,False,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,88394.0,NOMO,False,False,20.39999962,67.09999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0180,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,American Robin,Turdus migratorius,179759.0,87136.0,AMRO,False,False,24.20000076,45.79999924,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False
ANTI,ANTI-0180,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,5 - 7.5 min,Visualization,0,True,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24.20000076,45.79999924,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False
ANTI,ANTI-0180,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,5 - 7.5 min,Visualization,0,True,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24.20000076,45.79999924,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False
ANTI,ANTI-0180,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Song Sparrow,Melospiza melodia,179492.0,85643.0,SOSP,False,False,24.20000076,45.79999924,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0180,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,24.20000076,45.79999924,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0180,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,24.20000076,45.79999924,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0180,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,24.20000076,45.79999924,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0180,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,24.20000076,45.79999924,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0180,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,24.20000076,45.79999924,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0180,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Visualization,50 - 100 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,24.20000076,45.79999924,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False
ANTI,ANTI-0181,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,24.79999924,51.40000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0181,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,24.79999924,51.40000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0181,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Visualization,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,24.79999924,51.40000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0181,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,24.79999924,51.40000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0181,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Visualization,<= 50 Meters,False,Male,Baltimore Oriole,Icterus galbula,179083.0,93655.0,BAOR,False,False,24.79999924,51.40000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0181,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,24.79999924,51.40000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0181,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,24.79999924,51.40000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0181,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,24.79999924,51.40000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0181,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,24.79999924,51.40000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0181,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Visualization,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,24.79999924,51.40000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0181,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Visualization,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,24.79999924,51.40000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0181,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,24.79999924,51.40000153,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Visualization,50 - 100 Meters,False,Male,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Visualization,<= 50 Meters,False,Male,Baltimore Oriole,Icterus galbula,179083.0,93655.0,BAOR,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,5 - 7.5 min,Visualization,<= 50 Meters,False,Male,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Visualization,<= 50 Meters,False,Undetermined,Eastern Meadowlark,Sturnella magna,179034.0,93601.0,EAME,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038.0,BGGN,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136.0,AMRO,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Visualization,<= 50 Meters,False,Female,Baltimore Oriole,Icterus galbula,179083.0,93655.0,BAOR,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0183,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Visualization,50 - 100 Meters,False,Undetermined,Unidentified Crow,Corvus,179724.0,87098.0,UNCR,False,False,24.0,57.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Unidentified Chickadee,Poecile,553526.0,263793.0,UNCH,False,False,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,84936.0,DOWO,False,True,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,84936.0,DOWO,False,True,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Yellow-breasted Chat,Icteria virens,178964.0,92730.0,YBCH,False,False,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,False,Male,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935.0,WBNU,False,False,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True
ANTI,ANTI-0182,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,23.60000038,54.40000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False
ANTI,ANTI-0174,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Tree Swallow,Tachycineta bicolor,178431.0,87391.0,TRES,False,False,25.60000038,39.59999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0174,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Tree Swallow,Tachycineta bicolor,178431.0,87391.0,TRES,False,False,25.60000038,39.59999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0174,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,88394.0,NOMO,False,False,25.60000038,39.59999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0174,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,25.60000038,39.59999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0174,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,25.60000038,39.59999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0174,Grassland,2018,6/26/2018,1/0/1900,1/0/1900,Elizabeth Oswald,2,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Tree Swallow,Tachycineta bicolor,178431.0,87391.0,TRES,False,False,25.60000038,39.59999847,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
